date,evs,mae,mse,mape,rmse,rmsle,r2,pearson,customScore
2022-06-16T06:01:05.773091Z,0.9999724060137702,9.464682717325144E-4,8.295667865756638E-5,2.6785976058659683E-5,0.009108055701277104,2.683556504617295E-4,0.999972395326341,0.999987855782514,
