ID,eventTimeStart,eventTimeEnd,latStart,lonStart,StartDestination,latEnd,lonEnd,End_Destination,"proba_47.423743,8.555213","proba_32.988631,-97.263646","proba_32.841491,-97.068668","proba_38.76522,-9.098054","proba_32.858774,-97.302954","proba_33.049301,-96.716313","proba_32.84152,-97.068662","proba_32.988817,-97.263714","proba_32.999561,-97.2057","proba_32.91553,-96.942624","proba_32.911246,-96.958073","proba_32.988721,-97.263595","proba_32.988822,-97.263723","proba_32.988645,-97.263577","proba_32.977957,-97.183301","proba_33.040753,-96.736455","proba_32.841525,-97.068658","proba_32.993597,-97.192807","proba_32.847142,-97.076774","proba_32.841531,-97.068663","proba_32.988983,-97.263671","proba_32.841445,-97.06854","proba_32.952537,-97.1694","proba_33.048977,-96.716498",prediction,prediction_correct
162,2017-03-22 16:50:25,2017-03-22 17:14:26,38.7735368,-9.168737,"38.7735368,-9.168737",38.76522,-9.098054,"38.76522,-9.098054",0.17123318421207767,0.0,0.0400729674140425,0.1884714052359628,0.01013685133280482,0.004171440728605362,0.05456788391179666,0.009698983026581103,0.013464208427682903,0.11325239289655732,0.029243654067500204,0.010411146731267583,0.029504018259187904,0.03432716425028016,0.0,0.02146139686504971,0.11543497196731654,0.0,0.004077946817008093,0.0,0.042571186647578585,0.0,0.07093516060969769,0.036964036599002416,"38.76522,-9.098054",True
136,2017-05-24 12:20:56,2017-05-24 12:21:02,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
589,2017-05-24 12:21:08,2017-05-24 12:21:13,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
1505,2017-05-24 12:21:17,2017-05-24 12:21:21,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
524,2017-05-24 12:21:24,2017-05-24 12:21:31,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
609,2017-05-24 12:21:32,2017-05-24 12:21:34,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
1116,2017-05-24 12:21:37,2017-05-24 12:21:38,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
1355,2017-05-24 12:22:08,2017-05-24 12:22:09,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
1258,2017-05-24 12:22:23,2017-05-24 12:22:26,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
373,2017-05-24 12:22:27,2017-05-24 12:22:32,47.409291,8.546942,"47.409291,8.546942",47.423743,8.555213,"47.423743,8.555213",0.9968774436017416,0.0,1.7703022203299418E-4,1.3420580565681213E-4,1.6260383432739674E-4,3.0162775031593336E-4,1.4244129167906834E-4,2.1260697978616082E-4,1.1056119676660269E-4,1.2899934608552523E-4,9.806373244587918E-5,2.891147329160852E-4,1.5343040883973664E-4,1.8124390835273855E-4,0.0,1.0120738851808036E-4,1.429417245604903E-4,0.0,1.9754017280251317E-4,0.0,1.647738342192496E-4,0.0,1.5099018588886E-4,2.731738830641757E-4,"47.423743,8.555213",True
