date,mrocAUC,recall,precision,accuracy,logLoss,hammingLoss,mcalibrationLoss,customScore
2022-06-16T06:17:42.102912Z,0.8740942028985508,0.16666666666666666,0.1453169167210263,0.9869876382563435,0.14576805344799784,0.013012361743656473,7.895216777266751E-4,
